艦船ID,艦名,アイテムID,アイテム名,装備ID,装備名,入手日時,海域,海域,セル,難易度,ボス,敵編成,ランク,司令部Lv
12,磯波,-1,(なし),-1,(なし),2015/10/27 18:38:29,1,1,3,なし,ボス,3999721805,A,106
2,如月,-1,(なし),-1,(なし),2015/10/27 18:39:26,1,1,1,なし,-,2858448999,S,106
41,初霜,-1,(なし),-1,(なし),2015/10/27 18:41:00,1,1,3,なし,ボス,1404240034,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/27 18:41:59,1,1,1,なし,-,765869543,S,106
55,神通,-1,(なし),-1,(なし),2015/10/27 18:42:50,1,1,2,なし,-,31714926,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/27 18:49:02,4,2,2,なし,-,511456754,B,106
-1,(なし),-1,(なし),-1,(なし),2015/10/27 18:50:10,4,2,6,なし,-,2293353456,B,106
19,黒潮,-1,(なし),-1,(なし),2015/10/27 18:51:37,4,2,12,なし,-,1260643426,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/27 18:53:19,4,2,1,なし,-,2535984804,B,106
55,神通,-1,(なし),-1,(なし),2015/10/27 18:54:41,4,2,11,なし,-,1038761248,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/27 18:56:46,4,2,13,なし,ボス,3940082763,C,106
-1,(なし),-1,(なし),-1,(なし),2015/10/27 18:58:21,4,2,1,なし,-,3414836491,D,106
-1,(なし),-1,(なし),-1,(なし),2015/10/27 18:59:50,4,2,11,なし,-,1038761248,D,106
-1,(なし),-1,(なし),-1,(なし),2015/10/27 19:01:55,4,2,1,なし,-,3414836491,D,106
-1,(なし),-1,(なし),-1,(なし),2015/10/27 19:03:08,4,2,7,なし,-,843001092,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/27 19:05:01,4,2,13,なし,ボス,3940082763,C,106
-1,(なし),-1,(なし),-1,(なし),2015/10/27 19:06:39,4,2,1,なし,-,3414836491,D,106
-1,(なし),-1,(なし),-1,(なし),2015/10/27 19:09:26,4,2,7,なし,-,843001092,B,106
27,山城,-1,(なし),-1,(なし),2015/10/27 19:14:49,4,2,13,なし,ボス,3217229487,B,106
-1,(なし),-1,(なし),-1,(なし),2015/10/27 19:16:34,4,2,1,なし,-,3414836491,D,106
102,千歳,-1,(なし),-1,(なし),2015/10/27 19:17:56,4,2,11,なし,-,848668496,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/27 19:20:00,4,2,8,なし,-,2390221519,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/27 19:23:10,2,2,1,なし,-,3331787166,D,106
-1,(なし),-1,(なし),-1,(なし),2015/10/27 19:25:44,2,2,1,なし,-,1142649758,D,106
-1,(なし),-1,(なし),-1,(なし),2015/10/27 19:28:06,2,2,4,なし,-,2754143600,C,106
32,初雪,-1,(なし),-1,(なし),2015/10/27 23:03:19,1,1,1,なし,-,1150476873,S,106
32,初雪,-1,(なし),-1,(なし),2015/10/27 23:05:27,1,1,3,なし,ボス,3999721805,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/27 23:07:01,1,1,1,なし,-,2858448999,S,106
38,初春,-1,(なし),-1,(なし),2015/10/27 23:16:41,1,1,2,なし,-,1621895686,S,106
2,如月,-1,(なし),-1,(なし),2015/10/27 23:25:12,1,1,1,なし,-,2858448999,S,106
10,白雪,-1,(なし),-1,(なし),2015/10/27 23:32:38,1,1,2,なし,-,3643447794,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/27 23:37:15,3,5,6,なし,-,570423743,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/27 23:39:16,3,5,7,なし,-,2403456071,A,106
92,隼鷹,-1,(なし),-1,(なし),2015/10/27 23:41:37,3,5,11,なし,ボス,2566329942,S,106
36,雷,-1,(なし),-1,(なし),2015/10/27 23:45:07,3,5,6,なし,-,570423743,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/27 23:46:48,3,5,7,なし,-,2403456071,B,106
77,伊勢,-1,(なし),-1,(なし),2015/10/27 23:49:05,3,5,11,なし,ボス,2566329942,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/27 23:54:11,3,5,6,なし,-,570423743,A,106
76,龍驤,-1,(なし),-1,(なし),2015/10/27 23:56:44,3,5,7,なし,-,2403456071,A,106
25,北上,-1,(なし),-1,(なし),2015/10/27 23:59:21,3,5,11,なし,ボス,2566329942,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/28 12:02:49,1,5,1,なし,-,108009795,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/28 12:04:08,1,5,2,なし,-,2436078450,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/28 12:06:01,1,5,4,なし,-,3837386849,B,106
-1,(なし),-1,(なし),-1,(なし),2015/10/28 12:07:34,1,1,1,なし,-,1150476873,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/28 12:10:09,1,1,2,なし,-,3643447794,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/28 14:27:21,4,2,2,なし,-,963701455,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/28 14:28:57,4,2,6,なし,-,2416119866,B,106
-1,(なし),-1,(なし),-1,(なし),2015/10/28 14:30:48,4,2,12,なし,-,3078808685,A,106
54,川内,-1,(なし),-1,(なし),2015/10/28 14:32:35,4,2,2,なし,-,1609598289,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/28 14:33:48,4,2,11,なし,-,848668496,S,106
51,天龍,-1,(なし),-1,(なし),2015/10/28 14:35:20,4,2,8,なし,-,2390221519,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/28 14:37:29,4,2,2,なし,-,963701455,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/28 14:38:46,4,2,11,なし,-,848668496,B,106
-1,(なし),-1,(なし),-1,(なし),2015/10/28 14:40:20,4,2,8,なし,-,1780038681,S,106
53,名取,-1,(なし),-1,(なし),2015/10/28 18:23:22,6,2,2,なし,-,4001280468,S,106
64,足柄,-1,(なし),-1,(なし),2015/10/28 18:25:49,6,2,10,なし,-,1741605495,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/28 18:30:17,6,2,2,なし,-,2022100461,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/28 18:32:48,6,2,16,なし,-,868775033,S,106
59,古鷹,-1,(なし),-1,(なし),2015/10/28 18:37:25,6,2,2,なし,-,4001280468,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/28 18:45:50,6,2,10,なし,-,1632529562,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/28 18:50:01,6,2,2,なし,-,2022100461,S,106
70,最上,-1,(なし),-1,(なし),2015/10/28 18:52:34,6,2,16,なし,-,542005128,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/28 21:55:23,4,2,1,なし,-,3529144938,B,106
51,天龍,-1,(なし),-1,(なし),2015/10/28 21:56:42,4,2,7,なし,-,515073024,S,106
63,那智,-1,(なし),-1,(なし),2015/10/28 21:58:29,4,2,13,なし,ボス,3217229487,B,106
-1,(なし),-1,(なし),-1,(なし),2015/10/28 22:02:20,4,2,2,なし,-,963701455,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/28 22:03:36,4,2,6,なし,-,2416119866,B,106
-1,(なし),-1,(なし),-1,(なし),2015/10/28 22:04:58,4,2,12,なし,-,3078808685,A,106
103,千代田,-1,(なし),-1,(なし),2015/10/28 22:06:58,4,2,13,なし,ボス,3217229487,B,106
22,五十鈴,-1,(なし),-1,(なし),2015/10/28 22:10:28,4,2,2,なし,-,963701455,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/28 22:12:44,4,2,11,なし,-,1038761248,B,106
60,加古,-1,(なし),-1,(なし),2015/10/28 22:13:58,4,2,13,なし,ボス,3217229487,B,106
18,不知火,-1,(なし),-1,(なし),2015/10/28 22:16:08,4,2,1,なし,-,3529144938,B,106
-1,(なし),-1,(なし),-1,(なし),2015/10/28 22:21:49,4,2,7,なし,-,843001092,B,106
-1,(なし),-1,(なし),-1,(なし),2015/10/28 22:24:13,4,2,8,なし,-,4234538105,A,106
2,如月,-1,(なし),-1,(なし),2015/10/28 22:26:27,4,2,2,なし,-,1609598289,B,106
11,深雪,-1,(なし),-1,(なし),2015/10/29 03:29:12,6,2,2,なし,-,4001280468,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 03:31:38,6,2,16,なし,-,868775033,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 03:33:59,6,2,2,なし,-,2022100461,A,106
54,川内,-1,(なし),-1,(なし),2015/10/29 03:36:09,6,2,16,なし,-,542005128,S,106
111,瑞鶴,-1,(なし),-1,(なし),2015/10/29 03:38:36,6,2,17,なし,ボス,1513203379,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 07:51:47,6,2,2,なし,-,1537701256,A,106
49,霞,-1,(なし),-1,(なし),2015/10/29 07:53:56,6,2,16,なし,-,542005128,S,106
10,白雪,-1,(なし),-1,(なし),2015/10/29 07:57:49,6,2,2,なし,-,2022100461,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 08:01:24,6,2,16,なし,-,868775033,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 19:16:21,4,2,1,なし,-,3414836491,D,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 19:17:50,4,2,7,なし,-,1426809543,C,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 19:24:40,4,2,8,なし,-,2390221519,B,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 19:29:50,4,2,1,なし,-,2535984804,B,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 19:35:33,4,2,7,なし,-,1426809543,A,106
86,比叡,-1,(なし),-1,(なし),2015/10/29 19:38:08,4,2,13,なし,ボス,3940082763,A,106
68,摩耶,-1,(なし),-1,(なし),2015/10/29 19:49:22,4,2,2,なし,-,1609598289,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 19:51:52,4,2,11,なし,-,848668496,B,106
66,高雄,-1,(なし),-1,(なし),2015/10/29 19:57:22,4,2,8,なし,-,4234538105,S,106
1,睦月,-1,(なし),-1,(なし),2015/10/29 20:00:56,4,2,2,なし,-,1609598289,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 20:06:21,4,2,6,なし,-,2416119866,B,106
100,多摩,-1,(なし),-1,(なし),2015/10/29 20:07:56,4,2,9,なし,ボス,944980674,B,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 20:15:05,4,2,1,なし,-,2535984804,B,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 20:16:17,4,2,11,なし,-,848668496,A,106
101,木曾,-1,(なし),-1,(なし),2015/10/29 20:18:49,4,2,13,なし,ボス,3217229487,B,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 20:21:41,4,2,1,なし,-,3414836491,D,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 20:23:16,4,2,7,なし,-,843001092,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 20:25:37,4,2,1,なし,-,2535984804,B,106
19,黒潮,-1,(なし),-1,(なし),2015/10/29 20:35:25,4,2,2,なし,-,511456754,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 20:36:50,4,2,6,なし,-,2416119866,B,106
23,由良,-1,(なし),-1,(なし),2015/10/29 20:40:15,4,2,12,なし,-,1260643426,A,106
65,羽黒,-1,(なし),-1,(なし),2015/10/29 20:42:03,4,2,13,なし,ボス,3217229487,B,106
10,白雪,-1,(なし),-1,(なし),2015/10/29 20:44:48,4,2,1,なし,-,2535984804,B,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 20:47:31,4,2,2,なし,-,511456754,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 20:49:46,4,2,6,なし,-,2293353456,B,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 20:57:39,4,2,12,なし,-,1737267311,C,106
92,隼鷹,-1,(なし),-1,(なし),2015/10/29 21:01:34,4,2,13,なし,ボス,3217229487,B,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 21:04:24,4,2,1,なし,-,3529144938,B,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 21:07:33,4,2,11,なし,-,4280059846,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 21:09:41,4,2,8,なし,-,1780038681,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 21:13:52,4,2,2,なし,-,963701455,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 21:16:47,4,2,6,なし,-,3155796515,D,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 21:18:01,4,2,12,なし,-,3078808685,B,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 21:21:32,4,2,1,なし,-,2535984804,B,106
53,名取,-1,(なし),-1,(なし),2015/10/29 21:25:15,4,2,11,なし,-,1038761248,B,106
65,羽黒,-1,(なし),-1,(なし),2015/10/29 21:27:35,4,2,13,なし,ボス,861357545,A,106
63,那智,-1,(なし),-1,(なし),2015/10/29 21:29:10,4,2,2,なし,-,1609598289,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 21:33:23,4,2,6,なし,-,3155796515,D,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 21:34:57,4,2,12,なし,-,3078808685,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 21:41:43,4,2,1,なし,-,2535984804,B,106
11,深雪,-1,(なし),-1,(なし),2015/10/29 21:43:16,4,2,11,なし,-,848668496,B,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 21:45:00,4,2,1,なし,-,2535984804,B,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 21:46:20,4,2,7,なし,-,515073024,B,106
65,羽黒,-1,(なし),-1,(なし),2015/10/29 21:47:30,4,2,13,なし,ボス,3940082763,B,106
31,望月,-1,(なし),-1,(なし),2015/10/29 23:15:24,1,5,1,なし,-,108009795,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 23:16:36,1,5,2,なし,-,2436078450,B,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 23:17:58,1,5,4,なし,-,3837386849,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 23:20:50,1,5,1,なし,-,108009795,S,106
44,村雨,-1,(なし),-1,(なし),2015/10/29 23:21:58,1,5,2,なし,-,2436078450,A,106
45,夕立,-1,(なし),-1,(なし),2015/10/29 23:23:17,1,5,4,なし,-,3837386849,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 23:27:43,1,5,1,なし,-,108009795,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 23:29:21,1,5,2,なし,-,2436078450,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 23:30:36,1,5,4,なし,-,3837386849,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 23:33:18,1,5,1,なし,-,108009795,C,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 23:35:01,1,5,1,なし,-,108009795,S,106
30,菊月,-1,(なし),-1,(なし),2015/10/29 23:36:52,1,5,1,なし,-,108009795,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 23:38:01,1,5,2,なし,-,2436078450,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 23:39:41,1,5,4,なし,-,3837386849,C,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 23:41:07,1,1,1,なし,-,2858448999,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 23:42:32,1,1,3,なし,ボス,3999721805,B,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 23:43:59,1,1,1,なし,-,2858448999,S,106
96,大潮,-1,(なし),-1,(なし),2015/10/29 23:45:35,1,1,3,なし,ボス,3358606770,A,106
39,子日,-1,(なし),-1,(なし),2015/10/29 23:46:38,1,1,1,なし,-,2858448999,S,106
98,荒潮,-1,(なし),-1,(なし),2015/10/29 23:47:56,1,1,2,なし,-,3643447794,S,106
14,敷波,-1,(なし),-1,(なし),2015/10/29 23:49:25,1,1,1,なし,-,765869543,S,106
28,皐月,-1,(なし),-1,(なし),2015/10/29 23:50:27,1,1,2,なし,-,31714926,S,106
43,時雨,-1,(なし),-1,(なし),2015/10/29 23:51:41,1,1,1,なし,-,1150476873,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/29 23:53:06,1,1,3,なし,ボス,3358606770,C,106
44,村雨,-1,(なし),-1,(なし),2015/10/29 23:57:02,1,1,1,なし,-,1150476873,S,106
14,敷波,-1,(なし),-1,(なし),2015/10/29 23:58:13,1,1,2,なし,-,31714926,S,106
35,響,-1,(なし),-1,(なし),2015/10/29 23:59:30,1,1,1,なし,-,1150476873,S,106
10,白雪,-1,(なし),-1,(なし),2015/10/30 00:00:35,1,1,2,なし,-,31714926,S,106
13,綾波,-1,(なし),-1,(なし),2015/10/30 00:01:37,1,1,1,なし,-,2858448999,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 00:02:39,1,1,2,なし,-,31714926,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 00:03:35,1,1,1,なし,-,765869543,S,106
97,満潮,-1,(なし),-1,(なし),2015/10/30 00:06:06,1,1,3,なし,ボス,1404240034,A,106
76,龍驤,-1,(なし),-1,(なし),2015/10/30 00:09:12,4,4,1,なし,-,3281538535,S,106
66,高雄,-1,(なし),-1,(なし),2015/10/30 00:10:55,4,4,4,なし,-,856181843,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 00:12:42,4,4,12,なし,-,138515568,S,106
103,千代田,-1,(なし),-1,(なし),2015/10/30 00:14:48,4,4,1,なし,-,3281538535,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 00:17:33,4,4,4,なし,-,856181843,S,106
71,利根,-1,(なし),-1,(なし),2015/10/30 00:19:03,4,4,12,なし,-,1597184966,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 00:32:38,4,4,1,なし,-,706188325,S,106
65,羽黒,-1,(なし),-1,(なし),2015/10/30 00:34:49,4,4,4,なし,-,1859389552,S,106
53,名取,-1,(なし),-1,(なし),2015/10/30 00:36:56,4,4,12,なし,-,138515568,S,106
103,千代田,-1,(なし),-1,(なし),2015/10/30 00:39:14,4,4,10,なし,ボス,3246199964,A,106
23,由良,-1,(なし),-1,(なし),2015/10/30 00:52:39,5,2,1,なし,-,3915425520,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 00:54:10,5,2,2,なし,-,2911218067,C,106
56,那珂,-1,(なし),-1,(なし),2015/10/30 00:55:41,5,2,4,なし,-,310569655,S,106
87,日向,-1,(なし),-1,(なし),2015/10/30 00:57:56,5,2,10,なし,ボス,2370655501,S,106
75,飛鷹,-1,(なし),-1,(なし),2015/10/30 00:59:34,5,2,1,なし,-,3915425520,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 01:01:14,5,2,2,なし,-,3240771033,B,106
92,隼鷹,-1,(なし),-1,(なし),2015/10/30 01:02:37,5,2,4,なし,-,1251629318,S,106
69,鳥海,-1,(なし),-1,(なし),2015/10/30 01:04:57,5,2,10,なし,ボス,237085501,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 01:13:22,6,2,2,なし,-,1537701256,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 01:16:06,6,2,10,なし,-,1741605495,A,106
22,五十鈴,-1,(なし),-1,(なし),2015/10/30 01:19:36,6,2,2,なし,-,4001280468,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 01:23:14,6,2,16,なし,-,542005128,S,106
55,神通,-1,(なし),-1,(なし),2015/10/30 01:28:31,6,2,2,なし,-,4001280468,S,106
33,叢雲,-1,(なし),-1,(なし),2015/10/30 01:31:45,6,2,16,なし,-,868775033,S,106
33,叢雲,-1,(なし),-1,(なし),2015/10/30 01:36:38,6,2,2,なし,-,4001280468,A,106
69,鳥海,-1,(なし),-1,(なし),2015/10/30 01:39:05,6,2,16,なし,-,868775033,S,106
50,島風,-1,(なし),-1,(なし),2015/10/30 01:41:29,6,2,17,なし,ボス,1199346607,S,106
55,神通,-1,(なし),-1,(なし),2015/10/30 01:44:08,6,2,2,なし,-,2022100461,S,106
133,夕雲,-1,(なし),-1,(なし),2015/10/30 01:46:33,6,2,16,なし,-,868775033,S,106
80,長門,-1,(なし),-1,(なし),2015/10/30 01:49:06,6,2,17,なし,ボス,2712081225,S,106
6,長月,-1,(なし),-1,(なし),2015/10/30 17:00:16,1,4,1,なし,-,2229793804,S,106
23,由良,-1,(なし),-1,(なし),2015/10/30 17:01:48,1,4,10,なし,ボス,2720490637,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 17:29:10,2,3,1,なし,-,2647581887,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 17:31:31,2,3,10,なし,-,52127808,A,106
36,雷,-1,(なし),-1,(なし),2015/10/30 17:33:59,2,3,5,なし,-,2336176022,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 17:35:25,2,3,11,なし,ボス,280559734,C,106
7,三日月,-1,(なし),-1,(なし),2015/10/30 17:38:22,2,2,1,なし,-,1142649758,A,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 17:41:25,2,2,1,なし,-,1142649758,A,106
44,村雨,-1,(なし),-1,(なし),2015/10/30 17:42:52,2,2,6,なし,-,20405473,S,106
68,摩耶,-1,(なし),-1,(なし),2015/10/30 17:51:52,2,4,1,なし,-,216560690,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 17:53:04,2,4,3,なし,-,4187071583,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 17:54:52,2,4,13,なし,-,1087327781,S,106
81,陸奥,-1,(なし),-1,(なし),2015/10/30 17:56:35,2,4,17,なし,ボス,581830535,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 18:59:54,5,4,1,なし,-,1980937117,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 19:02:54,5,4,1,なし,-,1107067874,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 19:04:28,5,4,1,なし,-,1980937117,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 19:06:36,5,4,1,なし,-,2648041737,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 19:08:46,5,4,1,なし,-,2648041737,S,106
13,綾波,-1,(なし),-1,(なし),2015/10/30 19:10:56,5,4,1,なし,-,1107067874,S,106
32,初雪,-1,(なし),-1,(なし),2015/10/30 19:13:13,5,4,1,なし,-,1980937117,S,106
76,龍驤,-1,(なし),-1,(なし),2015/10/30 19:15:43,5,4,1,なし,-,2648041737,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 19:18:19,5,4,1,なし,-,1107067874,S,106
55,神通,-1,(なし),-1,(なし),2015/10/30 19:20:18,5,4,1,なし,-,1980937117,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 19:23:01,5,4,1,なし,-,1980937117,S,106
102,千歳,-1,(なし),-1,(なし),2015/10/30 19:27:22,5,4,1,なし,-,1107067874,S,106
92,隼鷹,-1,(なし),-1,(なし),2015/10/30 19:30:15,5,4,1,なし,-,1980937117,S,106
69,鳥海,-1,(なし),-1,(なし),2015/10/30 19:32:52,5,4,1,なし,-,1980937117,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 19:35:26,5,4,1,なし,-,2648041737,S,106
17,陽炎,-1,(なし),-1,(なし),2015/10/30 19:37:51,5,4,1,なし,-,1107067874,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 19:40:15,5,4,1,なし,-,1107067874,S,106
68,摩耶,-1,(なし),-1,(なし),2015/10/30 19:42:19,5,4,1,なし,-,1107067874,S,106
51,天龍,-1,(なし),-1,(なし),2015/10/30 19:47:32,5,4,1,なし,-,2648041737,S,106
62,妙高,-1,(なし),-1,(なし),2015/10/30 19:49:22,5,4,1,なし,-,2648041737,S,106
60,加古,-1,(なし),-1,(なし),2015/10/30 19:51:07,5,4,1,なし,-,1980937117,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 19:53:24,5,4,1,なし,-,2648041737,S,106
34,暁,-1,(なし),-1,(なし),2015/10/30 19:55:06,5,4,1,なし,-,2648041737,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 22:48:19,6,2,2,なし,-,1537701256,A,106
68,摩耶,-1,(なし),-1,(なし),2015/10/30 22:50:47,6,2,16,なし,-,4255219884,S,106
87,日向,-1,(なし),-1,(なし),2015/10/30 22:53:29,6,2,17,なし,ボス,1513203379,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 22:56:11,6,2,2,なし,-,4001280468,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 22:59:04,6,2,16,なし,-,4255219884,S,106
59,古鷹,-1,(なし),-1,(なし),2015/10/30 23:02:04,6,2,2,なし,-,1537701256,S,106
66,高雄,-1,(なし),-1,(なし),2015/10/30 23:04:12,6,2,16,なし,-,542005128,S,106
79,榛名,-1,(なし),-1,(なし),2015/10/30 23:07:03,6,2,17,なし,ボス,1513203379,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 23:14:23,6,2,2,なし,-,4001280468,A,106
22,五十鈴,-1,(なし),-1,(なし),2015/10/30 23:16:57,6,2,16,なし,-,542005128,S,106
123,衣笠,-1,(なし),-1,(なし),2015/10/30 23:19:08,6,2,17,なし,ボス,1513203379,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/30 23:22:59,6,2,2,なし,-,2022100461,S,106
123,衣笠,-1,(なし),-1,(なし),2015/10/30 23:25:27,6,2,16,なし,-,4255219884,S,106
69,鳥海,-1,(なし),-1,(なし),2015/10/31 14:33:28,6,2,2,なし,-,4001280468,S,106
55,神通,-1,(なし),-1,(なし),2015/10/31 14:35:59,6,2,16,なし,-,542005128,S,106
79,榛名,-1,(なし),-1,(なし),2015/10/31 14:39:16,6,2,17,なし,ボス,1513203379,A,106
74,祥鳳,-1,(なし),-1,(なし),2015/10/31 14:45:10,6,2,2,なし,-,2022100461,S,106
53,名取,-1,(なし),-1,(なし),2015/10/31 14:47:26,6,2,16,なし,-,4255219884,S,106
86,比叡,-1,(なし),-1,(なし),2015/10/31 14:50:02,6,2,17,なし,ボス,1513203379,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/31 14:53:02,6,2,2,なし,-,2022100461,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/31 14:55:50,6,2,16,なし,-,4255219884,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/31 14:58:45,6,2,2,なし,-,2022100461,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/31 15:01:30,6,2,16,なし,-,542005128,S,106
59,古鷹,-1,(なし),-1,(なし),2015/10/31 15:23:02,6,2,2,なし,-,4001280468,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/31 15:29:43,6,2,16,なし,-,542005128,S,106
133,夕雲,-1,(なし),-1,(なし),2015/10/31 15:32:37,6,2,17,なし,ボス,2712081225,S,106
-1,(なし),-1,(なし),-1,(なし),2015/10/31 18:48:17,1,1,1,なし,-,765869543,S,106
35,響,-1,(なし),-1,(なし),2015/10/31 18:49:21,1,1,2,なし,-,1621895686,S,106
12,磯波,-1,(なし),-1,(なし),2015/10/31 18:52:09,1,1,1,なし,-,2858448999,S,106
31,望月,-1,(なし),-1,(なし),2015/10/31 18:54:12,1,1,3,なし,ボス,3999721805,A,106
12,磯波,-1,(なし),-1,(なし),2015/10/31 18:55:34,1,1,1,なし,-,2858448999,S,106
48,霰,-1,(なし),-1,(なし),2015/10/31 18:56:38,1,1,2,なし,-,31714926,S,106
39,子日,-1,(なし),-1,(なし),2015/10/31 18:59:01,1,1,1,なし,-,1150476873,S,106
