日時,燃料,弾薬,鋼材,ボーキ,高速建造材,高速修復材,開発資材,改修資材,司令部Lv,提督Exp
2015/10/13 21:36:44,28526,18551,31563,24051,821,413,755,116,105,3439205
2015/10/13 22:00:55,28515,18575,31542,24059,821,413,755,116,105,3439205
2015/10/14 13:19:38,29449,21147,31863,24680,824,417,757,115,105,3440800
2015/10/14 13:23:07,29449,21150,31863,24681,824,417,757,115,105,3440800
2015/10/14 14:28:11,29879,21683,31717,24663,824,417,758,115,105,3443380
2015/10/14 15:16:17,29773,22201,32074,24679,824,417,758,115,105,3443480
2015/10/14 16:07:32,29792,20780,31149,24621,824,417,758,115,105,3443880
2015/10/14 16:17:33,29885,20741,31199,24234,824,418,758,115,105,3444290
2015/10/14 16:52:56,27705,19675,28883,23886,824,410,759,115,105,3449250
2015/10/14 17:01:02,27517,19675,28741,23944,825,407,761,115,105,3449810
2015/10/14 17:22:07,24931,18886,25968,23621,825,397,761,115,105,3450780
2015/10/14 18:32:59,22713,17387,24068,23105,825,389,761,115,105,3458460
2015/10/14 21:30:11,23459,18316,24400,23319,825,389,761,115,105,3458958
2015/10/14 22:01:12,23333,19277,23746,23369,825,385,762,115,105,3462945
2015/10/14 23:00:12,20357,17359,21063,22784,825,374,762,115,105,3470785
2015/10/15 12:54:52,20386,17307,20218,22552,828,374,759,111,105,3474505
2015/10/15 13:04:45,20807,17667,20227,22555,828,374,759,111,105,3474595
2015/10/15 14:04:44,21537,18009,20408,22770,828,377,761,111,105,3474855
2015/10/15 15:15:59,21738,18281,20423,22814,828,377,761,111,105,3474895
2015/10/15 16:00:32,22548,18462,20685,22829,828,377,761,111,105,3475040
2015/10/15 16:02:01,22548,18462,20685,22829,828,377,761,111,105,3475040
2015/10/15 17:11:23,22744,18693,20749,22862,828,377,761,111,105,3475230
2015/10/15 18:26:20,22798,18955,20078,22832,828,376,761,111,105,3478280
2015/10/15 19:00:28,23175,17959,21624,22924,829,380,765,111,105,3482111
2015/10/15 20:24:50,23897,17817,21613,22962,829,379,770,117,105,3484941
2015/10/15 20:27:05,24152,18036,21616,22963,829,379,770,117,105,3484986
2015/10/15 21:19:24,24229,18253,21896,23060,829,379,770,117,105,3487406
2015/10/15 22:03:52,24429,18498,21935,23095,829,379,770,117,105,3487446
2015/10/15 23:20:11,25030,18493,22251,23120,829,379,770,117,105,3487546
2015/10/16 12:03:09,25580,18243,21898,23010,832,382,766,115,105,3489251
2015/10/16 13:24:52,26121,18790,21980,23057,832,382,767,115,105,3489336
2015/10/16 14:25:48,27000,19070,22446,23197,832,382,768,115,105,3489476
2015/10/16 15:15:52,26539,18524,22554,23114,832,385,770,115,105,3492976
2015/10/16 17:00:44,26536,18681,22049,23069,832,384,770,115,105,3493061
2015/10/16 18:34:24,27663,19245,22438,23120,832,384,770,115,105,3493291
2015/10/16 18:37:25,27832,19448,22461,23141,832,384,770,115,105,3493331
2015/10/16 19:56:53,27643,19395,22348,23073,832,383,770,115,105,3493706
2015/10/16 21:32:26,28613,19759,22741,23104,832,383,770,115,105,3493896
2015/10/16 22:21:50,28749,20010,22749,23141,832,383,770,115,105,3493936
2015/10/16 23:14:53,29694,20460,23453,23354,833,383,771,115,105,3494225
2015/10/17 02:00:07,29992,20918,23934,23584,834,384,773,115,105,3494616
2015/10/17 16:17:45,31659,22020,25459,24129,835,386,778,118,106,3503771
2015/10/17 17:09:38,31660,21662,24764,23627,838,391,776,116,106,3504689
2015/10/17 18:14:45,31912,21941,24827,23648,838,391,776,116,106,3504734
2015/10/17 19:45:08,32172,21834,24902,23654,838,389,777,116,106,3510457
2015/10/17 20:22:07,32636,22336,24994,23736,839,389,778,116,106,3510542
2015/10/17 21:37:23,32626,22411,25050,23761,839,389,778,116,106,3510542
2015/10/18 13:11:47,32615,22529,26358,24898,840,391,780,116,106,3520150
2015/10/18 13:20:44,33116,23031,26414,24950,840,393,781,116,106,3520235
2015/10/18 14:07:42,33622,22999,26664,24966,840,393,781,116,106,3520703
2015/10/18 15:32:20,33708,23234,26708,25064,840,394,782,116,106,3520743
2015/10/18 16:03:36,33338,22610,26704,24685,840,394,783,116,106,3524253
2015/10/18 17:17:45,34107,22983,27237,24864,840,395,786,116,106,3525394
2015/10/18 18:00:07,34698,23599,27289,24899,840,396,786,116,106,3525524
2015/10/18 19:11:39,34730,23718,27307,25022,841,396,788,116,106,3528272
2015/10/18 19:48:10,35694,24177,27419,24450,843,397,788,116,106,3528772
2015/10/18 20:00:50,35717,23838,26961,24474,843,398,781,113,106,3529788
2015/10/19 12:05:38,37008,23939,27739,25600,845,401,786,113,106,3541367
2015/10/19 12:32:48,37370,24283,28344,25610,845,401,786,113,106,3541537
2015/10/19 12:42:54,37539,24492,28364,25633,845,401,786,113,106,3541577
2015/10/19 12:46:41,37539,24495,28364,25634,845,401,786,113,106,3541577
2015/10/19 12:47:40,37539,24495,28364,25634,845,401,786,113,106,3541577
2015/10/19 12:49:48,37539,24498,28364,25635,845,401,786,113,106,3541577
2015/10/19 12:50:54,37539,24501,28364,25636,845,401,786,113,106,3541577
2015/10/19 13:14:06,37548,24552,28354,25673,845,403,786,113,106,3541577
2015/10/19 13:34:17,37547,24573,28351,25680,845,403,786,113,106,3541577
2015/10/19 14:06:59,37534,24606,28326,25721,845,403,787,113,106,3544437
2015/10/19 15:10:30,37085,24046,28248,25492,845,403,788,113,106,3545197
2015/10/19 17:06:05,37357,24569,28774,25501,845,403,788,113,106,3545747
2015/10/19 18:25:30,37508,24847,28759,25547,845,403,788,113,106,3545787
2015/10/19 18:30:50,38046,25423,29814,25749,846,403,789,113,106,3545987
2015/10/19 20:06:06,38154,25681,29772,25791,846,403,789,113,106,3546027
2015/10/19 20:45:19,38322,25900,29836,25839,847,404,789,113,106,3546179
2015/10/19 21:00:24,38908,25993,28948,25119,849,407,781,110,106,3546424
2015/10/19 21:52:25,39983,26771,29590,25856,850,408,784,111,106,3551904
2015/10/19 22:01:10,39968,26747,29604,25869,850,408,784,111,106,3552419
2015/10/19 23:01:11,40622,27296,30077,26443,850,412,786,112,106,3553366
2015/10/20 00:04:57,40935,27584,30085,26484,850,412,786,112,106,3553866
2015/10/20 01:02:05,40878,27282,30610,26508,852,412,788,112,106,3562630
2015/10/20 13:54:25,40742,26635,31334,27382,854,414,792,112,106,3566065
2015/10/20 14:00:00,40911,26841,31354,27402,854,414,792,112,106,3566105
2015/10/20 15:54:09,40926,26448,30286,26488,856,418,784,109,106,3566725
2015/10/20 16:00:26,41649,27976,31521,27020,856,418,789,109,106,3566930
2015/10/20 17:01:51,41480,27773,31648,27090,857,418,790,109,106,3569162
2015/10/20 17:19:06,42093,28240,31984,27441,857,421,791,109,106,3569312
2015/10/20 18:00:47,42271,28395,32321,27471,857,421,791,109,106,3571356
2015/10/20 19:04:02,42249,28763,33123,27501,857,421,791,109,106,3576112
2015/10/20 20:26:46,43010,28866,33749,27501,857,421,794,109,106,3576946
2015/10/20 21:10:29,43251,29166,33757,27531,857,421,794,109,106,3577026
2015/10/20 22:05:06,43778,30233,34185,27561,857,421,794,109,106,3577671
2015/10/20 23:18:04,43600,29906,34582,27561,857,421,794,109,106,3584879
2015/10/21 00:02:49,43785,29480,34990,28191,857,421,796,109,106,3591998
2015/10/21 12:42:02,42961,27724,35704,29861,858,423,802,112,106,3601724
2015/10/21 13:27:22,43683,29011,36213,29991,858,423,804,112,106,3601994
2015/10/21 14:25:24,43501,28735,36177,29971,858,426,805,112,106,3604849
2015/10/21 15:02:43,43717,29035,36133,30001,858,426,805,112,106,3604929
2015/10/21 16:45:05,44290,30172,36539,30031,858,426,805,112,106,3605199
2015/10/21 17:22:21,44278,30172,36517,30031,858,426,805,112,106,3605199
2015/10/21 18:00:50,44957,30843,36583,30061,858,427,805,112,106,3605444
2015/10/21 22:32:12,44609,31010,36219,28856,861,429,801,108,106,3606274
2015/10/21 23:01:51,45478,32572,37216,29261,861,430,803,108,106,3607875
2015/10/22 00:00:48,45273,32165,37195,29246,861,430,803,108,106,3609381
2015/10/22 07:53:43,44001,31254,36743,29151,861,430,803,108,106,3611511
2015/10/22 09:59:02,44384,30998,37298,30246,861,432,804,108,106,3611991
2015/10/22 10:22:58,44680,31298,37321,30276,861,432,804,108,106,3612071
2015/10/22 10:41:11,44632,31054,37371,30186,862,432,804,108,106,3612561
2015/10/22 11:01:51,44552,31396,37926,30316,862,433,810,108,106,3618481
2015/10/22 12:07:36,44651,31579,37801,30336,862,432,810,108,106,3618951
2015/10/22 13:02:29,44332,30928,38056,30326,862,436,813,108,106,3620858
2015/10/22 15:07:24,44651,31878,37955,29646,864,438,809,104,106,3621143
2015/10/22 16:11:04,45250,32483,37911,29666,864,438,809,104,106,3621388
2015/10/22 17:01:01,45361,33273,38226,29696,864,438,809,104,106,3621568
2015/10/22 18:00:18,45568,33380,38223,29686,865,438,810,104,106,3622005
2015/10/22 19:01:31,45596,34136,38958,29916,865,438,811,104,106,3622642
2015/10/22 20:01:26,45906,34355,38958,29916,865,438,811,104,106,3623124
2015/10/22 20:27:26,45985,34349,38988,29936,865,438,811,104,106,3623691
2015/10/22 21:00:05,45738,34175,38742,29881,865,437,811,104,106,3624051
2015/10/22 22:19:56,45840,34915,39221,29911,865,437,811,104,106,3624426
2015/10/22 23:03:23,46238,35258,39193,29911,865,437,811,104,106,3624516
2015/10/23 11:30:37,46737,34983,39579,30526,866,440,814,104,106,3631191
2015/10/23 12:59:06,47143,35916,40036,30626,866,440,815,104,106,3631381
2015/10/23 13:00:09,47363,36216,39999,30656,866,440,815,104,106,3631461
2015/10/23 13:49:56,47414,36220,40152,30976,866,444,815,104,106,3631821
2015/10/23 14:02:05,47999,36733,40476,31186,866,444,818,107,106,3634521
2015/10/23 14:35:16,47522,36169,40526,31131,867,444,820,107,106,3634961
2015/10/23 15:02:44,47675,36955,40918,31161,867,444,820,107,106,3635141
2015/10/23 16:05:29,47654,36955,40880,31161,867,444,820,107,106,3635141
2015/10/23 17:01:05,48214,37485,40850,31141,867,444,820,107,106,3638219
2015/10/23 18:04:22,48271,38171,41241,31161,867,444,820,107,106,3638359
2015/10/23 19:00:22,49248,38623,42540,31322,867,448,822,107,106,3638902
2015/10/23 20:12:56,49755,39113,41705,30722,869,451,817,105,106,3640297
2015/10/23 21:18:10,49090,38749,42046,30662,869,451,817,108,106,3645867
2015/10/23 22:04:26,49700,39362,42128,30692,869,451,817,108,106,3646277
2015/10/23 23:01:10,49820,39562,42082,30712,869,451,817,108,106,3646317
2015/10/24 00:03:15,50162,39875,42009,30712,869,451,817,108,106,3646527
2015/10/24 01:12:01,50299,40665,42373,30742,869,451,817,108,106,3646707
2015/10/24 02:00:27,50073,40355,42272,30682,869,451,817,108,106,3649627
2015/10/24 03:14:48,50682,41006,42193,30712,869,451,817,108,106,3649797
2015/10/24 04:20:43,50590,41496,42574,30712,869,451,817,108,106,3649897
2015/10/24 07:48:27,51167,42147,42430,30742,869,451,817,108,106,3650067
2015/10/24 09:04:53,51817,43388,42896,30872,869,451,818,108,106,3650337
2015/10/24 09:34:39,51635,42971,43102,30752,871,454,821,108,106,3651487
2015/10/24 12:28:46,52069,44074,43303,30782,871,454,821,108,106,3651757
2015/10/24 14:01:01,52057,44074,43280,30782,871,454,821,108,106,3651757
2015/10/24 15:31:02,51768,44387,43211,30652,871,453,822,108,106,3655447
2015/10/24 16:45:09,51908,44587,43206,30672,871,453,822,108,106,3655487
2015/10/24 17:02:44,52470,45808,43071,29982,872,454,822,108,106,3655677
2015/10/24 18:01:29,52866,45947,43174,30257,873,457,820,107,106,3657201
2015/10/24 19:05:07,53056,46207,43347,30287,873,457,820,107,106,3657552
2015/10/24 20:02:47,53365,47040,43713,30287,873,457,820,107,106,3657742
2015/10/24 21:06:28,53455,47240,43587,30307,873,457,820,107,106,3657782
2015/10/24 22:27:03,53875,47565,43521,30287,873,457,820,107,106,3658236
2015/10/24 23:05:11,53780,48051,43898,30287,873,457,820,107,106,3658336
2015/10/25 14:34:19,54307,47950,43988,30817,874,458,822,107,106,3660296
2015/10/25 16:04:14,54469,48518,44530,30622,874,460,824,107,106,3660896
2015/10/25 17:22:29,55176,48761,43580,29917,876,464,818,104,106,3661533
2015/10/25 18:23:57,55256,49447,43986,29937,876,464,818,104,106,3661673
2015/10/25 19:02:56,55440,49631,44286,30087,877,465,820,104,106,3661808
2015/10/25 20:05:15,55939,50135,44412,30111,877,465,820,104,106,3662273
2015/10/25 21:15:00,56015,50838,44943,30131,877,465,820,104,106,3665378
2015/10/25 22:04:58,56126,50804,44836,30081,877,465,820,104,106,3668328
2015/10/26 00:06:04,56313,51794,45462,30251,877,465,820,104,106,3668468
2015/10/26 12:03:42,56929,51661,45690,31071,878,467,827,104,106,3672858
2015/10/26 13:02:15,57625,52740,46165,31156,878,468,828,104,106,3673256
2015/10/26 14:15:14,57969,53057,46460,31326,878,469,830,104,106,3673296
2015/10/26 15:07:04,58411,53438,46490,31356,878,471,830,104,106,3673386
2015/10/26 16:05:03,57558,52866,46804,31056,878,471,831,104,106,3678176
2015/10/26 17:00:34,57449,52860,46513,31021,878,470,831,104,106,3678216
2015/10/26 18:26:25,57900,52698,46719,30991,878,470,831,104,106,3678496
2015/10/26 19:02:38,58117,53462,47573,31144,878,471,832,104,106,3680876
2015/10/26 19:43:19,58416,52699,46642,31812,881,475,826,102,106,3681981
2015/10/26 20:00:06,58440,52708,46662,31772,881,475,826,102,106,3682396
2015/10/26 21:12:17,59022,52848,47142,31912,881,475,826,102,106,3682736
2015/10/26 22:17:17,59090,53538,47526,31932,881,475,826,102,106,3682876
2015/10/26 23:22:36,59240,53738,47506,31952,881,475,826,102,106,3682916
2015/10/27 00:20:22,60597,54009,47781,32352,881,475,828,103,106,3683106
2015/10/27 01:19:26,60399,54003,47595,32257,881,476,828,103,106,3687916
2015/10/27 12:56:18,60768,53622,48005,32872,882,478,829,103,106,3688956
2015/10/27 13:27:46,60768,53622,48004,32872,882,478,829,103,106,3688956
2015/10/27 14:00:50,60950,53852,48021,32922,882,480,829,103,106,3688996
2015/10/27 16:19:26,61013,53919,47925,33002,883,480,831,103,106,3689606
2015/10/27 16:47:05,62124,53143,47309,33242,885,483,825,100,106,3689816
2015/10/27 16:54:34,62124,53143,47309,33242,885,483,825,100,106,3689816
2015/10/27 17:00:59,62124,53143,47309,33242,885,483,825,100,106,3691552
2015/10/27 18:15:16,62623,53591,47703,33345,885,484,826,100,106,3691844
2015/10/27 19:00:04,63110,54084,48445,33765,887,486,828,100,106,3692645
2015/10/27 21:17:48,64516,54847,49607,34170,887,487,832,100,106,3694887
2015/10/27 22:08:02,65089,55394,49611,34190,887,487,832,100,106,3695017
2015/10/27 23:01:18,65946,55786,50224,34440,887,487,832,100,106,3695187
2015/10/28 00:00:08,65876,55730,50590,34595,887,486,835,103,106,3702802
2015/10/28 08:47:51,66158,56177,50424,34595,887,486,835,103,106,3702912
2015/10/28 11:43:42,66909,56272,50939,35465,887,488,836,103,106,3703432
2015/10/28 12:00:13,67981,56567,51483,35500,889,490,838,103,106,3704142
2015/10/28 13:14:30,68141,56712,51713,35740,889,491,842,104,106,3704334
2015/10/28 14:02:48,68300,56912,51710,35760,889,491,842,104,106,3704374
2015/10/28 15:26:47,68901,56933,52186,35410,889,492,846,104,106,3706100
2015/10/28 16:15:11,68891,56933,52167,35410,889,492,846,104,106,3706100
2015/10/28 18:19:48,69469,57480,52181,35430,889,492,846,104,106,3706230
2015/10/28 19:49:56,69993,57228,52115,35355,889,491,847,104,106,3707864
2015/10/28 21:27:29,70301,57728,52413,35525,889,491,847,104,106,3707904
2015/10/28 22:00:03,71549,57323,52108,35615,891,494,841,100,106,3709858
2015/10/28 23:08:44,71433,57116,52167,35615,891,494,841,100,106,3713654
2015/10/29 00:28:11,72000,57663,52157,35635,891,494,841,100,106,3713784
2015/10/29 02:14:16,72727,57779,52477,35655,891,494,841,100,106,3713924
2015/10/29 03:23:08,73308,58326,52497,35675,891,494,841,100,106,3714054
2015/10/29 04:34:29,73622,57903,52584,35595,891,494,841,100,106,3717438
2015/10/29 07:41:04,73977,58250,52476,35595,891,494,841,100,106,3717528
2015/10/29 08:01:38,75152,58641,52896,35595,891,494,843,100,106,3718406
2015/10/29 14:58:23,75651,58395,53016,35410,892,495,844,100,106,3719236
2015/10/29 17:30:33,76778,58862,53314,35430,892,495,844,100,106,3719466
2015/10/29 18:36:15,77388,59443,53361,35480,892,497,844,100,106,3719596
2015/10/29 19:02:59,77667,58987,53045,34175,894,498,844,100,106,3720276
2015/10/29 20:11:17,79033,59825,54411,34515,895,501,846,96,106,3724178
2015/10/29 21:01:54,79207,59937,54769,34635,895,501,847,96,106,3729630
2015/10/29 22:12:21,79895,59404,55356,35385,896,501,850,96,106,3733838
2015/10/29 23:11:55,80468,59943,55355,35405,896,501,850,96,106,3733968
2015/10/30 00:00:59,80531,60043,55478,35425,896,501,850,96,106,3734942
2015/10/30 00:30:38,80285,59728,55478,35400,896,501,850,96,106,3735827
2015/10/30 01:05:38,80627,58915,55912,35205,896,500,854,97,106,3743692
2015/10/30 08:00:45,78708,56897,55156,35410,897,499,856,99,106,3751380
2015/10/30 16:22:03,78892,57096,55460,35980,897,500,857,99,106,3751700
2015/10/30 16:37:40,79800,57280,55860,36580,897,501,860,99,106,3751900
2015/10/30 16:40:57,79800,57280,55860,36580,897,501,860,99,106,3751900
2015/10/30 17:02:08,79411,56874,55959,36441,897,503,861,99,106,3753010
2015/10/30 17:25:57,79683,57048,56259,36916,907,515,874,101,106,3753010
2015/10/30 18:04:10,80192,57106,56891,37341,908,522,877,101,106,3755004
2015/10/30 19:00:49,80763,57365,56107,36772,909,524,871,99,106,3755284
2015/10/30 20:00:08,80220,55986,56542,36612,910,523,873,99,106,3759604
2015/10/30 21:03:13,80359,56186,56504,36632,910,523,873,99,106,3759644
2015/10/30 22:09:29,80349,56206,56497,36632,910,524,873,99,106,3759644
2015/10/30 23:00:18,80419,56669,56929,36387,910,525,873,99,106,3763298
2015/10/31 00:20:39,79811,56452,56823,36332,910,525,873,99,106,3769502
2015/10/31 14:03:42,80672,57138,57605,36887,911,527,874,99,106,3770852
2015/10/31 14:26:19,80418,56853,57785,36892,912,529,877,99,106,3771372
2015/10/31 15:01:45,80169,56476,57809,36796,912,528,878,99,106,3777882
2015/10/31 15:48:51,80114,56396,57401,36616,912,527,878,99,106,3780892
2015/10/31 16:02:39,80029,56878,57795,36616,912,527,878,99,106,3780992
2015/10/31 18:00:34,80176,57078,57773,36636,912,527,878,99,106,3781032
2015/10/31 19:01:03,80862,58033,57193,35926,914,531,873,97,106,3781347
2015/10/31 20:13:04,81316,58301,57701,36132,914,532,875,97,106,3782113
2015/10/31 21:12:47,81771,58655,57777,36132,914,532,875,97,106,3782499
2015/10/31 22:02:46,81970,59592,58471,36302,914,532,875,97,106,3782694
2015/10/31 23:04:32,82080,59744,58470,36322,914,532,875,97,106,3782894
2015/11/01 00:00:34,82489,60107,58594,36322,914,532,875,97,106,3783066
2015/11/01 00:18:03,82646,60295,58614,36342,914,532,875,97,106,3783126
2015/11/01 00:20:33,82646,60295,58614,36342,914,532,875,97,106,3783126
2015/11/01 13:26:32,81933,59057,58826,36174,914,534,875,100,106,3790965
2015/11/01 14:28:58,82264,58532,59417,36829,915,536,876,100,106,3791825
2015/11/01 15:00:03,81959,58234,59437,36839,915,536,877,100,106,3792185
2015/11/01 16:19:35,82363,58581,59419,36839,915,536,877,100,106,3792275
2015/11/01 17:00:20,82354,58889,59992,36864,915,537,880,100,106,3793495
2015/11/01 17:15:48,82246,58766,59948,36764,915,537,880,100,106,3794005
2015/11/01 18:01:48,81992,58572,59652,36714,915,536,880,100,106,3796945
2015/11/01 19:07:54,82381,58885,59557,36654,915,535,880,100,106,3797075
2015/11/02 14:07:54,84908,61880,59564,36200,921,545,876,96,106,3799926
2015/11/02 14:25:56,84870,62254,59834,36560,922,547,879,96,106,3800351
2015/11/02 15:00:28,84844,62254,59804,36560,922,547,879,96,106,3800951
2015/11/02 15:09:16,85266,62129,59804,36860,922,547,879,99,106,3801111
2015/11/02 16:02:18,85320,62671,60593,36585,922,549,884,103,106,3805272
2015/11/02 17:00:12,85130,63017,60979,36585,922,549,884,103,106,3805705
2015/11/02 18:00:47,85667,63520,60983,36605,922,549,884,103,106,3805995
2015/11/02 21:42:29,86184,64688,62197,36945,924,550,887,103,106,3806568
2015/11/02 22:03:03,86720,65725,62622,36965,924,550,887,103,106,3807774
2015/11/02 23:08:57,86782,65851,62622,36965,924,550,889,103,106,3808934
2015/11/03 13:13:49,89491,66306,63849,38500,927,556,899,104,106,3814459
2015/11/03 14:37:54,89974,67343,64238,38520,927,556,899,104,106,3814689
2015/11/03 15:00:01,89991,67287,64308,38560,927,557,900,104,106,3817734
2015/11/03 15:49:25,90071,67027,63265,37545,930,561,895,102,106,3817999
2015/11/03 16:05:03,90063,67027,63249,37545,930,561,895,102,106,3817999
2015/11/03 18:02:25,90130,67717,63629,37565,930,561,895,102,106,3818139
2015/11/03 19:05:45,91049,69546,64794,38035,930,561,898,102,106,3818369
2015/11/03 20:10:25,91547,69603,66069,39540,930,563,902,105,106,3821969
2015/11/03 21:04:27,91850,70404,66027,39740,930,563,906,107,106,3822059
2015/11/03 22:11:53,91933,71090,66439,39760,930,563,906,107,106,3822199
2015/11/03 23:12:40,92512,71629,66454,39780,930,563,906,107,106,3822329
2015/11/04 00:04:17,92249,71412,66240,39750,930,563,906,107,106,3825184
2015/11/04 10:08:21,92311,71612,66057,39770,930,563,906,107,106,3825224
2015/11/04 18:17:30,92980,72432,66620,39805,934,568,910,106,106,3829334
2015/11/04 19:00:55,92833,72677,65755,39475,934,563,911,106,106,3830154
2015/11/04 20:31:17,92574,73278,65655,39450,934,562,911,106,106,3830294
2015/11/04 21:28:29,92544,73278,65596,39450,934,562,911,106,106,3830294
2015/11/04 22:07:23,93099,73817,65567,39470,934,562,911,106,106,3830424
2015/11/04 23:00:55,93173,74503,65961,39490,934,562,911,106,106,3830564
2015/11/04 23:16:28,93089,74382,65949,39475,934,562,911,106,106,3833164
2015/11/04 23:23:07,93086,74382,65943,39475,934,562,911,106,106,3833284
2015/11/05 00:00:07,93715,74878,66641,39795,934,563,913,106,106,3836259
2015/11/05 13:15:01,94172,74527,66521,39655,937,567,911,107,106,3840998
2015/11/05 13:51:41,94363,74757,66557,39705,937,569,911,107,106,3841038
2015/11/05 14:00:35,94363,74757,66557,39705,937,569,911,107,106,3841038
2015/11/05 14:13:12,93903,74273,66557,39660,937,569,912,107,106,3841338
2015/11/05 15:20:29,94216,75022,67000,39615,937,569,914,107,106,3844059
2015/11/05 16:00:55,94370,75222,66991,39635,937,569,914,107,106,3844099
2015/11/05 17:02:42,94828,75573,66981,39575,937,569,915,107,106,3846899
2015/11/05 18:21:23,94733,76091,67536,39641,938,569,916,107,106,3847069
2015/11/05 19:04:27,94865,76597,68178,39651,938,570,918,107,106,3856835
2015/11/05 20:05:19,95074,76562,68452,39651,938,570,918,107,106,3858113
2015/11/05 21:37:12,95130,77240,68810,39671,938,570,918,107,106,3858253
2015/11/05 22:00:16,95853,78075,69115,39841,938,570,918,107,106,3858383
2015/11/05 23:05:21,95843,78075,69097,39841,938,570,918,107,106,3858383
2015/11/06 14:00:32,96031,78135,69359,40501,939,571,920,107,106,3860653
2015/11/06 15:03:26,96243,77851,71144,40639,939,578,925,107,106,3864515
2015/11/06 16:00:54,95913,77482,66059,35448,941,579,911,109,106,3871789
2015/11/06 17:03:04,96046,77679,66160,35469,941,579,911,109,106,3871829
2015/11/06 18:00:02,96601,78130,66395,35539,942,579,912,109,106,3872355
2015/11/06 19:00:10,96286,78257,66865,35539,942,579,912,109,106,3878203
2015/11/06 20:05:47,96354,78269,67025,35559,942,579,912,109,106,3880639
2015/11/06 21:01:14,97362,78197,67525,36189,942,580,915,109,106,3885682
2015/11/06 22:00:53,96808,78583,68229,36889,942,580,917,111,106,3888617
2015/11/07 13:21:20,96915,77867,68395,37541,943,582,919,111,106,3891837
2015/11/07 14:00:17,97452,78158,68615,37681,943,585,921,111,106,3895247
2015/11/07 15:02:39,97035,75792,59764,37974,943,587,907,111,106,3895667
2015/11/07 16:05:15,96998,75792,59694,37974,943,587,907,111,106,3895667
2015/11/07 17:06:53,97558,76335,59675,37994,943,587,907,111,106,3895797
2015/11/07 20:45:14,97433,76821,59997,37994,943,587,907,111,106,3895897
2015/11/07 21:00:00,98112,78133,60838,38229,943,588,908,111,106,3896323
2015/11/07 21:04:42,98302,78323,60208,37399,945,589,906,111,106,3896323
2015/11/08 13:13:49,98723,78500,60319,37879,947,592,907,110,106,3901113
2015/11/08 14:01:18,98854,78800,60348,37899,947,593,907,110,106,3901173
2015/11/08 15:39:01,98758,78199,60604,37639,947,597,910,110,106,3904717
2015/11/08 16:08:34,98717,78299,60611,37639,947,598,910,110,106,3904737
2015/11/08 17:08:05,99069,79243,60080,36849,949,602,874,85,106,3904817
2015/11/08 18:17:02,99714,79567,60410,36869,949,603,874,85,106,3904997
2015/11/08 19:01:13,99730,79940,60670,36954,949,604,877,85,106,3905233
2015/11/08 20:01:48,99473,79576,61000,36709,950,605,879,85,106,3909817
2015/11/08 21:08:58,99825,79478,61320,36449,950,607,879,85,106,3912917
2015/11/09 14:15:16,100780,80509,62756,37359,951,616,884,85,106,3915527
2015/11/09 15:00:02,100179,80146,62841,37349,952,618,886,85,106,3916279
2015/11/09 15:55:14,100819,80458,63394,37554,954,620,889,85,106,3921813
2015/11/09 16:00:26,100867,80425,63394,37554,954,620,889,85,106,3921917
2015/11/09 17:09:49,103577,81515,64464,37754,958,627,888,83,106,3926759
2015/11/09 18:14:43,103423,81441,64476,37814,958,628,888,83,106,3927199
2015/11/09 19:09:38,103074,81883,64899,37959,958,629,888,83,106,3931239
2015/11/09 20:18:48,103558,82007,65218,37959,958,630,888,83,106,3931379
2015/11/09 21:19:30,103485,82207,65241,37959,958,631,888,83,106,3931419
2015/11/09 21:58:23,103457,82307,65271,37959,958,632,888,83,106,3931439
2015/11/09 22:00:15,103749,82893,65706,38359,958,633,890,84,106,3931559
2015/11/09 23:01:17,103994,82531,66059,38604,958,633,890,84,106,3936299
2015/11/10 13:05:51,104711,81781,66816,39674,961,645,891,82,106,3942431
2015/11/10 13:17:01,105233,82337,67632,39774,961,646,892,82,106,3942651
2015/11/10 14:00:12,105149,82353,67692,39884,962,647,893,82,106,3943316
2015/11/10 16:29:22,104946,82231,67887,39984,962,647,894,82,106,3948066
2015/11/10 17:05:59,105382,82725,68589,39984,962,648,894,82,106,3948286
2015/11/10 18:02:53,105069,82505,68610,39949,962,648,894,82,106,3948546
2015/11/10 19:01:16,104690,82357,68623,40039,962,648,895,82,106,3949461
2015/11/10 20:18:29,105129,83061,69741,40189,962,649,895,82,106,3950466
2015/11/10 21:09:55,105010,83203,69769,40189,962,651,895,82,106,3950656
2015/11/10 22:25:00,105095,83468,70188,40489,962,652,898,85,106,3954572
2015/11/10 22:32:12,105573,83862,70893,40489,962,652,898,85,106,3954772
2015/11/10 23:13:28,105534,83962,70900,40489,962,652,898,85,106,3954792
2015/11/11 00:33:37,105460,83985,70963,40489,962,652,898,85,106,3956644
2015/11/11 01:21:59,105432,84085,70993,40489,962,653,898,85,106,3956664
2015/11/11 02:08:19,105882,84579,71728,40489,962,654,898,85,106,3956884
2015/11/11 14:55:54,105987,84921,73272,40513,963,656,902,86,106,3961272
2015/11/11 15:00:02,106567,85545,74137,40643,963,658,903,86,106,3961492
2015/11/11 16:24:10,106095,85147,74156,40508,963,658,904,86,106,3961807
2015/11/11 17:00:15,106104,85339,74425,40558,963,660,905,86,106,3962063
2015/11/11 17:21:56,106041,84642,74002,40778,966,663,902,84,106,3962351
